localization,geology,utm_x,utm_y,date,conductivity,T_avg,pH,TOC,alkalinity,DO,ORP,eH,NH4,Cl,SO4,NO3,PO4,Br,F,Ca,Mg,Na,K,Fe,Si,Al,S,P,Li,Be,B,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Cd,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U,del_18O,del_2H
Foot Print Childeren Home/School,Sandstones,548785,9523807,2016-03-01T00:00:00Z,343.6,27.9,5.61,0.605,67.12200000000001,0.37,-88.4,131.6,0,43.07101506799241,31.91342015418256,1.073224500588018,0.401515,0.233,0.07947819661867622,2.4595000000000002,6.8642,44.316,3.966,2.8783,34.16,-0.0197,10.439,0.21639999999999998,20.57,0.79990000000000006,67.07,5.84,4.59,0.833,0.79990000000000006,164.1,2.001,2.836,2.132,46.64,0.79990000000000006,0.79990000000000006,2.259,0.79990000000000006,7.05,56.45,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,113.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.4278237452646176,-13.508943363415604
Mabokoni Msikitini,P,557097,9523858,2016-03-01T00:00:00Z,218.6,28.9,6.03,0.517,97.632,3.37,80.2,300.2,0,14.500393822408808,4.455382921115584,1.4150975357362416,0.04904,0.066,0.02032762714703561,23.580000000000002,0.7728,13.315999999999999,0.4565,0.0573,13.841000000000001,0.09910000000000001,1.4588,0.0034000000000000002,0.79990000000000006,0.79990000000000006,37.82,2.063,1.717,0.83,1.333,11.62,0.79990000000000006,0.79990000000000006,1.069,16.56,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.476,82.25,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,68.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.525,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.866072082775285,-10.133173987948707
Ukunda Settlement Scheme,P,558759,9523506,2016-03-02T00:00:00Z,619,28.8,6.9,0.694,219.67200000000003,0.9,-44.4,175.6,2,17.228747581389793,2.531266756388362,2.3809406930854995,0.401515,0.088,0.06637082613426172,80.015,9.3153,17.912,4.5842,0.0337,17.747999999999998,0.08510000000000001,0.9273,0.14880000000000002,3.982,0.79990000000000006,41.57,2.745,2.374,2.276,0.79990000000000006,167.8,0.79990000000000006,0.863,4.661,21.1,0.79990000000000006,0.79990000000000006,3.259,0.79990000000000006,4.592,250.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,110.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.144623670986099,-12.8777471352184
Kiuzini,Plc,559240,9519628,2016-03-02T00:00:00Z,716,29.4,6.64,1.726,244.08,3.52,54.4,274.4,0,18.527331544925268,11.463536871872867,2.047770241733804,0.05517,0.063,0.14474902864117614,103.53999999999999,9.227,17.19,2.6448,0.0172,14.428,0.0776,3.8289,0.023999999999999997,5.703,0.79990000000000006,39.91,1.828,1.194,2.204,3.338,2.699,0.79990000000000006,1.209,1.637,14.86,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.917,316.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,122.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.7,0.79990000000000006,0.79990000000000006,1.2,-3.4993389155369683,-13.718353738595532
Galu Chungoni,Plc,559733,9518623,2016-03-06T00:00:00Z,949,30.5,6.78,1.177,323.406,3.46,36.5,256.5,0,61.07275510584117,27.361832074786552,2.776902331890953,0.027585,0.664,0.2144450347267463,114.80000000000001,14.452,44.272,4.135,0.0743,16.773,0.0967,8.8964,0.032,7.459,0.79990000000000006,59.98,2.312,1.951,3.297,3.399,3.677,0.79990000000000006,1.326,2.819,22.94,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.244,452.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,196.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.765,-3.300627356927472,-13.770428403480562
Mwabungo _ Chiungoni,Plc,559750,9518974,2016-03-06T00:00:00Z,950,29.4,6.89,0.756,305.1,2.1,39.8,259.8,0,60.78311737914367,21.698461959777745,20.009541978550967,0.04904,2.266,0.17021453599581116,114.12,13.019,42.846000000000004,3.5911999999999997,0.043899999999999995,15.043,0.12319999999999999,7.9384,0.020999999999999998,6.497,0.79990000000000006,56.75,1.889,1.387,3.61,1.192,6.41,0.79990000000000006,1.124,2.051,19.44,0.79990000000000006,0.79990000000000006,0.888,0.79990000000000006,2.003,451.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,169.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.765,-2.981874799077647,-12.701475362813415
Mvureni-Maweni,Plc,561675.091028,9518791.3043499999,2016-03-06T00:00:00Z,2993,30.4,6.93,0.806,286.79400000000004,5.46,-23.3,196.7,0,690.3018696344969,82.80460732096277,4.592033692944089,0.015325,2.787,0.16721414181140465,133.14,35.137,348.87,9.2701,0.0628,10.316,0.10250000000000001,26.365,-0.0102,10.86,0.79990000000000006,100,1.076,1.909,5.688,1.566,6.06,0.79990000000000006,1.652,5.51,38.77,0.79990000000000006,0.79990000000000006,2.646,1.687,4.234,709.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,144,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.35,-2.6561045139982173,-11.302981398738924
Neptune,Plc,561998.43999999994,9518317.5600000005,2016-03-06T00:00:00Z,4423,30.6,7.2,0.542,237.978,2.62,34.1,254.1,0,1104.505962823441,133.31614572148368,9.991438697428041,0.03065,4.678,0.1526054492954235,131.88,59.891,561.56,17.551000000000002,0.06709999999999999,8.8196,0.114,42.89,-0.014599999999999998,13.07,0.79990000000000006,163.9,0.99,1.08,7.299,1.294,5.321,0.79990000000000006,1.464,2.982,31.95,0.79990000000000006,0.79990000000000006,3.568,3.604,6.879,838.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,135.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.241,-2.38758410894976,-10.013960779968688
Ukunda Settlement Scheme,Pls,559676,9522558,2016-03-02T00:00:00Z,828,29.1,6.62,3.864,378.324,2.59,-6.1,213.9,0,18.77363915458715,3.4038563931457073,1.4541806238943111,0.0613,0.074,0.170509929986048,108.75999999999999,12.997,30.038999999999998,2.362,0.047,15.857000000000001,0.08399999999999999,1.1705,0.0091,3.882,0.79990000000000006,61.77,2.28,1.228,2.927,0.964,7.859,0.79990000000000006,1.244,22.52,41.89,0.79990000000000006,0.79990000000000006,1.573,0.79990000000000006,0.935,337.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,152.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.075,-3.46679951306305,-13.886252676571653
Ukunda Settlement Scheme,Pls,559400,9521914,2016-03-02T00:00:00Z,826,29.2,6.66,0.694,353.916,3.11,54.1,274.1,0,17.325940149041458,3.3228709177365205,1.979464954070781,0.039845,0.07,0.2012373557672996,106.38,15.542,29.626,2.4414,0.021900000000000003,17.344,0.1072,1.1244999999999998,0.038,4.815,0.79990000000000006,61.19,2.618,2.554,3.168,1.266,7.817,0.79990000000000006,1.114,29.71,28.09,0.79990000000000006,0.79990000000000006,1.438,0.79990000000000006,0.79990000000000006,404.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,154.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.059,-3.416023742169678,-13.50190124460424
Ukunda Scheme Kwa Boga,Pls,559410.34122299997,9521871.5238600001,2016-03-02T00:00:00Z,924,29.9,6.8,0.572,384.426,1.25,6.8,226.8,0,28.025570520685985,28.280743575878994,0.1586180373339718,0.076625,0.146,0.5615831311932872,62.785000000000004,41.443000000000005,55.504,2.6512000000000002,0.019799999999999998,14.253,0.11660000000000001,9.435400000000001,0.025799999999999997,24.94,0.79990000000000006,127.9,2.028,1.796,3.087,1.033,3.742,0.79990000000000006,0.806,29.14,24.34,0.79990000000000006,0.79990000000000006,2.191,0.79990000000000006,1.377,765.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.401,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,65.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,11.98,-3.523296497578209,-13.589371772997984
Mwabungo-Mwamua,Pls,559158,9520932,2016-03-02T00:00:00Z,631,29.3,6.98,0.762,256.28400000000005,3.94,10.5,230.5,0,20.00245282258347,16.738200600768018,1.3256265246025656,0.076625,0.061,0.11939432879158764,81.525,10.8235,17.962,2.993,0.03,13.728499999999999,0.0165,5.3225,-0.059000000000000004,5.541,0.79990000000000006,47.44,2.021,1.663,2.141,2.552,10.64,1.13,1.074,41.32,26.21,0.79990000000000006,0.79990000000000006,1.363,0.79990000000000006,2.483,299.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,115,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.364,0.79990000000000006,0.79990000000000006,1.094,-3.1450922432925035,-13.410904110425019
Mkambani Mosque,P,553576.51,9521704.8100000005,2016-03-01T00:00:00Z,338.1,28.5,6.17,0.531,115.938,NA,NA,NA,0.2,30.227348481915957,15.613233373789242,2.828243377504254,0.052105000000000005,0.075,0.03035378907641349,28.814,4.8202,21.425,1.6324,0.0683,12.908,-0.0024000000000000002,5.1388,-0.0069,0.79990000000000006,0.79990000000000006,72.3,1.746,0.79990000000000006,0.932,0.79990000000000006,16.15,0.79990000000000006,0.889,0.79990000000000006,18.31,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,3.666,145.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,212.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.3379045190587258,-13.56312096581598
Mwanjamba Kwa Mwakassim A,P,555081,9522899,2016-03-01T00:00:00Z,89.6,28.9,5.18,0.354,12.204,4.62,508.9,728.9,0,10.310097552434419,5.015739396921146,1.0777569394639148,0.027585,0.051,0.031215475799736627,0.45220000000000005,0.3927,12.975000000000001,1.5327,0.011800000000000001,22.467000000000002,0.0277,1.9095,-0.028,0.932,0.79990000000000006,63.74,3.599,2.607,0.813,0.79990000000000006,3.063,0.79990000000000006,0.79990000000000006,18.59,44.28,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.313,6.16,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,65.89,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.310778837677168,-13.237639986140504
Kinondo,Plc,559478,9517395,2016-03-06T00:00:00Z,1010,30.3,6.85,0.389,353.916,2.07,29.8,249.8,0,60.612241231791145,11.227133517974078,7.520051300463626,0.015325,0.35,0.14543877191521634,115.85000000000001,11.746,56.456999999999994,2.9903000000000004,0.0347,15.747,0.09010000000000001,5.038,0.0513,5.462,0.79990000000000006,67.14,1.804,2.077,4.546,2.956,7.822,0.79990000000000006,1.343,2.141,25.91,0.79990000000000006,0.79990000000000006,1.277,0.79990000000000006,2.49,434.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,167.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.174,-2.826746091896969,-11.824567712884793
Kilole Primary School,P,556090,9518759,2016-03-05T00:00:00Z,221.5,29,6.43,1.188,61.02,0.86,36.4,256.4,0,15.84512452962548,2.469419569670848,1.8025929362154718,0.021455,0.031,0.06074270065822463,21.320999999999998,1.4482,13.711,1.9717000000000002,0.1079,20.869,0.085,0.7977,-0.0048000000000000004,0.79990000000000006,0.79990000000000006,81.25,2.773,1.688,1.538,0.79990000000000006,162.2,0.79990000000000006,0.79990000000000006,2.634,23.26,0.79990000000000006,0.79990000000000006,2.137,0.79990000000000006,3.617,66.76,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,32.54,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.492480663329073,-8.070341864362085
Zigira Mosque,Pls-Plc,554786,9517940,2016-03-05T00:00:00Z,537,28.6,7.8,2.946,61.02,3.7,64.6,284.6,0,92.9917295442837,5.614634149402896,13.143092232791941,0.01839,0.388,0.052814525507519576,37.002,4.0965,45.891000000000005,4.5567,-0.0040999999999999995,15.267999999999999,0.0915,1.7805000000000002,0.0703,1.886,0.79990000000000006,51.24,1.958,1.729,4.507,0.79990000000000006,5.187,0.79990000000000006,1.061,1.641,9.018,0.79990000000000006,0.79990000000000006,1.546,0.79990000000000006,8.792,254.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,145.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.3137132960065774,-7.854757836237326
Zigira Chiyaye B,P,554315.70778299996,9518049.1544300001,2016-03-05T00:00:00Z,182.7,28.8,5.42,0.739,48.816,0.67,144.7,364.7,0,14.889343134188985,4.661413302842463,0.9772706487514194,0.009195,0.307,0.011583977401102967,1.7169,0.7355,32.132999999999996,1.3614000000000002,0.032299999999999995,23.189999999999998,0.0121,2.5571,0.0097,1.899,0.79990000000000006,63.68,3.065,2.425,1.514,0.79990000000000006,9.342,0.79990000000000006,0.79990000000000006,5.291,103,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.63,29.93,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,64.55,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.4171342460406264,-14.726639973159363
Zigira Bodo C,P,553977.72008300002,9517010.2912799995,2016-03-05T00:00:00Z,175,28.7,5.77,0.577,79.32600000000001,0.71,62.7,282.7,0,10.29270322542903,9.152331461932295,1.9908589229285112,0.03678,0.061,0.055384675117606974,2.9586,0.8273999999999999,29.717,1.7225,0.1318,25.588,0.0068000000000000005,2.8108,0.0103,2.695,0.79990000000000006,71.99,3.593,3.058,1.724,0.837,5.039,0.79990000000000006,0.79990000000000006,2.229,39.36,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.001,40.52,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,44.23,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.374528205069444,-14.48539624208253
Magaoni Mosque,P,552537,9516102,2016-03-03T00:00:00Z,751,29.5,6.05,125.4,134.24400000000003,0.96,5.7,225.7,0,125.08449710231376,25.764239638326373,5.184987881033167,0.06742999999999999,0.319,0.018014944033071245,36.75,10.355,72.185,5.1293999999999995,0.3777,38.67,0.1042,8.645,0.018,0.79990000000000006,0.79990000000000006,67.79,6.607,4.42,3.181,1.132,1157,13.1,10.8,13.8,34.7,0.79990000000000006,0.79990000000000006,1.032,0.79990000000000006,7.633,374.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1376,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.537696918302717,-7.75144384258044
Mchenzani Magaoni,P,552092,9516413,2016-03-03T00:00:00Z,376.9,27.9,6.63,0.886,128.14200000000002,1.52,8.7,228.7,0,23.29421143839135,12.815587516031844,0.7989351816621185,0.070495,0.081,0.029447018596321328,45.431999999999995,2.6739,16.8,2.7872999999999997,0.028,12.539,0.0345,4.0232,0.027499999999999997,1.106,0.79990000000000006,66.26,1.5,0.79990000000000006,1.501,0.79990000000000006,10.77,0.79990000000000006,0.79990000000000006,6.818,11.63,0.79990000000000006,0.79990000000000006,0.875,0.79990000000000006,4.058,227.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,137.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.8276484584758736,-9.32172043967532
Bumamani,Kambe limestones,551022,9515601,2016-03-03T00:00:00Z,274.2,28.5,6.32,0.323,85.428,3.46,94.1,314.1,0,12.32326958580919,15.115762987660526,0.9246157338888702,0.346345,0.991,0.15889192397577606,14.581,4.5942,28.858999999999998,2.1522,0.002,28.610000000000003,-0.013600000000000001,4.3381,0.08959999999999999,4.106,0.79990000000000006,93.02,4.598,3.263,11.49,9.688,2.044,0.79990000000000006,0.79990000000000006,10.33,46.01,0.79990000000000006,0.79990000000000006,2.092,0.79990000000000006,2.224,121.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,35.67,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.2532284055568303,-11.08969102673475
Darigube,Plc,544954,9500348,2016-03-11T00:00:00Z,692,29.8,6.24,1.273,122.04,2.46,60.5,280.5,0,102.16565690117756,34.71847846033266,18.206621465630505,0.009195,0.328,0.050043066393057584,35.985,7.4282,62.834,21.101,0.0108,6.9572,0.056299999999999996,10.814,-0.0081,5.748,0.79990000000000006,45.13,0.79990000000000006,0.79990000000000006,1.742,0.79990000000000006,119.9,4.04,5.213,1.934,52.54,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.155,27.3,169.9,1.24,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,248.5,0.931,2.113,0.79990000000000006,1.005,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.383,1.006,0.79990000000000006,0.79990000000000006,-2.4176976239369137,-7.141237163451743
Munje Bujoni,Plc,550609,9502401,2016-03-11T00:00:00Z,700,30.1,7.09,1.225,329.50800000000004,2.7,32.9,252.9,0,20.39288558273284,6.887879423707925,3.3207717524633282,0.015325,0.142,0.09858329142519348,106.03999999999999,3.7307,19.084,1.872,0.0188,9.7473,0.0897,2.3803,0.018,2.987,0.79990000000000006,41.45,0.79990000000000006,1.385,1.34,0.79990000000000006,13.07,0.79990000000000006,0.927,1.679,39.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.728,239.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,95.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.209,1.578,0.79990000000000006,0.915,-2.720272728461084,-10.019036609784989
